author,comment,published_at,like_count
@Sufyan-po7rd,Prabowo anj***,2024-03-21T07:50:32Z,0
@sha21nov87,Wuih bangga dong gue 1 suara yang gue sumbangkan ada dong di antara 96 juta suara lain yang mendukung pak prabowo dan mas gibran 😘,2024-03-21T07:41:34Z,0
@kasemlau123,Kayak nya lagi gak fit pak prabowo,2024-03-21T07:37:05Z,0
@ekoparjionoendrano6092,akhirnya makan siang gratis alhamdullilah,2024-03-21T07:35:28Z,0
@samuelrano1457,Menang lawan perempuan tidak malu,2024-03-21T07:34:41Z,0
@cucukartika4354,Selamat buat 02,2024-03-21T07:24:26Z,0
@habsieazzurri3344,"wibawanya lebih kerasa.. semua segan berdiri dikaki sendiri,, joss,, selamat pak prabowo subianto & gibran",2024-03-21T07:23:29Z,0
@mustika18_05,"Dari ucapan nya tulus sekali, saya sangat bangga sama bapak prabowo, MasyaAllah",2024-03-21T07:22:12Z,0
@nunuynurhayati9743,Sya percaya bp mencintai rakyat,2024-03-21T07:21:55Z,0
@ducatiofficialstore3677,"saya jadi terharu, akhirnya jadi juga setelah sekian kali nyampres",2024-03-21T07:18:35Z,0
@antonysamudra07,Insyaallah Indonesia jadi negara adidaya dan di segani dunia..,2024-03-21T07:17:14Z,0
@agusabduloh6339,Alhmdullilah ya alloh... Selamat pa jendral smoga indonesia jd lebih baik lg❤,2024-03-21T07:13:49Z,0
@SitiSaudah-nf3lk,ini adalah pilihan yg terbaek dr yg di ATAS,2024-03-21T07:09:32Z,0
@AbaPTang,"Belum apa2 sudah membantah janjinya sendiri, salah satunya janji peningkatan kesejahteraan Guru",2024-03-21T07:04:40Z,0
@Silahturahmi76,Kalian yang benci dg pragib suatu saat akan berubah sayang,2024-03-21T06:45:32Z,0
@afikmaulana4454,Di pimpin Tangan besi.... Percuma sekolah tinggi tinggi ujung ujungnya tetap kuli,2024-03-21T06:39:47Z,0
@ayubsetiawan3449,Prabowo harus 2 priode,2024-03-21T06:33:44Z,0
@Musyrif.Tv12,Saat penantian makan gratis hahhaahah....😂😂,2024-03-21T06:31:50Z,0
@KBCfreeair,"Alhamdulillah ya Alloh.tugas kami sebagai pendukung  sudah selesai baik dukungan suara dukungan kesabaran untuk meredam emosi dari kubu sebelah yang selalu memprovokasi demo dn sebagai nya.tapi kami selalu konsisten walau NKRI bergejolak banyak yang teriak curang di pilpres 2024 tapi kami sebagai pendukung tetap konsisten kami tetap yakin kalau masyarakat Indonesia murni memilih PRAGIB dengan hati nurani sehingga kami tau betul berapa banyak yang memilih PRAGIB
Sekarang kami titipkan Indonesia di bawah pimpinan BAPAK JENDRAL semoga amanah dengan semboyan kita bersama untuk INDONESIA MAJU✌️✌️♥️♥️♥️🫰🫰🙏🙏",2024-03-21T06:29:37Z,0
@nurfitrianiwahab9450,"Selamat untuk bapak dan wakil... Saya tidak pernah mundur sekalipun mendukung bapak, dan hari ini saya menangis melihat video ini.. bapak sanagt tenang dan adem😢 salamakki puangg..",2024-03-21T06:28:48Z,0
@ertinal-mubarok5428,Mas gibran dmna pak?..,2024-03-21T06:24:20Z,0
@abdiadi2964,Alhamdulillah semoga bisnis pak Prabowo GK mandet LG amim,2024-03-21T06:22:19Z,0
@IwanWijanarko-nd1hb,*..kmenangan pk. prabowo adlh kmenangan rkyt jg.. kekalahan pk.gnjar krn blunder dri pdip zndiri.. itu yg Q tngkap dri pilpres 2024..smoga kdepanya indonesia lbih baik dri saat ini.. meskipun pem. saat ini jg baik..!!*,2024-03-21T06:19:31Z,0
@henysuprapti4,"Mudah2an nasib anak TKW YG SARJANA SARJANA DIPERHATIKAN OLEH PEMERINTAH, TERIMA KASIH",2024-03-21T06:13:06Z,1
@henysuprapti4,Alhamdulillah jagowanq menang,2024-03-21T06:11:22Z,1
@ellis_artyana,Selamat menikmati. 😁,2024-03-21T06:09:21Z,0
@fanscr7_Aceh,Kalah menang tetap bersama Prabowo.... Semoga amanah pak jendral,2024-03-21T06:07:44Z,0
@lobetsaputra839,Alhamdulillah selamat pak Prabowo,2024-03-21T06:06:52Z,0
@mbakkosiroh6725,Alhamdulillah menang pak bowo,2024-03-21T05:58:31Z,0
@bangkerod4577,"Heran Gw Apa"" pake text apa emang ga terpikirkan di otak mereka",2024-03-21T05:51:43Z,0
@mangta4732,"Selamat untuk Pak Prabowo dan Mas Gibran🎉🎉🎉akhirnya terwujudkan. Dan tidak ada kata sia2 nyoblos memilih 02 , semangat pak untuk indonesia maju😊😊❤❤🙏🙏✌️",2024-03-21T05:48:38Z,0
@stflorapauna6224,"Semoga Indonesia Maju Sejahtera Subur Makmur.. 
Selamat Bertugas Pak Jenderal.. 🙏",2024-03-21T05:45:32Z,0
@AnggumKacangan-gr1ck,Mas kaesang sarungan?,2024-03-21T05:44:27Z,0
@jluamin,Selamat Bpk prabowo... Tolong singkirkan oknum2 yg memecah belah bangsa... Jayalah Indonesiaku,2024-03-21T05:44:13Z,0
@yudhastm5123,"Berkali kali kalah, akhirnya menang, selamat pak Prabowo",2024-03-21T05:41:08Z,0
@OkokkoooWow,"Semoga bpak Prabowo
Mas Gibran shat Dan panjang umur
Cita2
Indonesia maju bsa terwujud
Amiiin",2024-03-21T05:40:10Z,0
@yudhastm5123,"Selamat pak, akhirnya bapak menang",2024-03-21T05:40:04Z,0
@jamaljamaludin7098,alhmdulilah,2024-03-21T05:38:36Z,0
@dafitfirdaus8515,Alhamdulillah😍😍😍,2024-03-21T05:33:52Z,0
@seripjon-kf2vl,"tangis haru kemenangan 02,hidup pk prabowo gibran",2024-03-21T05:33:31Z,0
@elidawati-te6ec,Amin yra semoga niat baik bpk untuk rakyat Indonesia di mudahkan amin,2024-03-21T05:33:26Z,0
@YanZzz-c5s,Apa yang menolak makan gratis tetep di kasih makan gratis😂,2024-03-21T05:31:32Z,0
@Tria99-sc5kx,Hancur pertiwi 🔥😊😝,2024-03-21T05:31:16Z,0
@X9115gresik,Yg meranah yg sudah latihan peleciden pelecidenan kasih han deh lu😂,2024-03-21T05:28:40Z,0
@kangkungbayam9081,selamat pak prabowo dan mas gibran. semoga Indonesia bisa semakin maju di dalam kepemimpinan Anda berdua dan semoga bisa 2 periode. Amiiinnn,2024-03-21T05:27:05Z,0
@hasyaarifah2543,semoga pa prabowo sehat dan sayang rakyat serta negara amin,2024-03-21T05:26:13Z,0
@paskalispapu6811,Prabowo diberikan Mandat oleh rakyat Indnesia 90 an juta rakyat...selamat ya Pak Prabowo.GBU,2024-03-21T05:25:12Z,0
@OkiReky,"Pesan kami semoga bapak Prabowo bisa membebaskan biaya pendidikan dari TK, SD, SMP, SMU negeri maupun swasta dan guru gajih honorer bisa lebih baik.❤.",2024-03-21T05:24:50Z,0
@baikiahmad9797,Alhamdulillah semoga amanah Bpk prabowo semoga Bpk jendral prabowo sehat selalu dan selalu dalam lindungan Alloh semoga menjadi pelindung terutama kami orang miskin semoga semoga semoga di aminin dalam melakukan yg baik selamat bertugas ingat orang baik selalu dilindungi Alloh.,2024-03-21T05:24:15Z,0
@wahyuilhamsantoso24,Alhamdulillah,2024-03-21T05:23:58Z,0
@gusyudi3535,SELAMAT ATAS KEMENANGAN PASLON 02. 🎉 🎉 🎉 🎉 🎉 🎉,2024-03-21T05:22:16Z,0
@KadalGcor884,"Manami kmarin yg jelek""in pak prabowo😏😏😏😏😏",2024-03-21T05:22:05Z,0
@andokonur5080,Amin yaalloh,2024-03-21T05:21:44Z,0
@nasehatsh2530,"Kalau memang mandat rakyat ditangan bapak, kami tunggu mampukah bapak membrantas korupsi dan membuat koruptor dihukum mati.",2024-03-21T05:21:27Z,0
@Natalia.Vina.Concetta,"Usaha paman gk sia""..
Terima kasih, paman.",2024-03-21T05:21:25Z,0
@fahilgajali9978,Hdup 02...Merdeka❤❤❤❤,2024-03-21T05:19:32Z,0
@sandyPaibo,selamat pak prabowo&gibran😢😢,2024-03-21T05:19:14Z,0
@DithaKahyang-il8jl,Selamat untuk bapak prabowo dn mas gebiran telah di tetapkn oleh kpu jdi pemenang.kesejetraan rayat indonisiya dari sabang sampai moroke sekarang berada di pundak bapak prabowo dn mas gbran,2024-03-21T05:17:53Z,0
@dea.andaresta,Banteng ketar ketir 🤣,2024-03-21T05:14:06Z,0
@metussalaknakmofa8723,Mantap 🎉🎉🎉🎉🎉🎉,2024-03-21T05:12:56Z,0
@KANGMAS_SETYO,Selamt buatbapak jenderal,2024-03-21T05:12:28Z,0
@Gambattte,"Selamat buat pak prabowo-Gibran atas kemenangan rakyat ini. Kami titipkan bangsa ini agar lebih maju,sejahtera,bahagia. Buat para anggota DPR yg baru, tolong sadar diri, stop mengeruk duit negara& korupsi. Ingat uang tidak dibawa mati tapi nama harum akan selalu diingat sampai kiamat",2024-03-21T05:08:20Z,0
@antoniusborneo,Banyak² selamat untuk no urut 2,2024-03-21T05:03:54Z,0
@andisasono630,❤️🇮🇩💪,2024-03-21T05:03:38Z,0
@MuhammadRais-u1u,Tetap anis baswedan dihati pemimpin yg amanah,2024-03-21T05:02:19Z,0
@suryalagasalim3999,"*_tiga kali sy pilih Pak Prabowo,krn dari dulu sejaknsy remaja beliau idola sy,apapun Hujatan..hinaan fitnah dan Katanya Pelanggaran HAM,pdhl kala itu beliau hrs nurut perintah Atasan,tp sy tetap mengidolakan nya,walau belasan tahun hati ini ikut sakit dan dada panas krn idolaku di hujat,! tp sy tahan hingga 2024 Berhasil._*",2024-03-21T05:02:03Z,0
@syfnhofficial,"semoga bapak menjadi pemimpin yang amanah, jujur dan adil yahh, semoga membawa bangsa Indonesia lebih maju lagi yah pakk.... SELAMAT BAPAKKK🥺❤️",2024-03-21T05:00:45Z,18
@zonaecodetailing3055,semmat pakkk salam dari solo🙏,2024-03-21T04:58:36Z,1
@nelyantihartomo9389,Selamat pak Prabowo smoga bapak bisa membawa Indonesia lebih baik aamiin,2024-03-21T04:58:30Z,0
@SautDaud,2014* 2019** 2024*** Akhirnya mimpi guae jadi Nyata.❤.****,2024-03-21T04:58:17Z,0
@HeriawanSabdaSitepu-b5d,"Selamat Pragib!
yg bilang pilpres curang silahkan laporkan ke pak Hansip😂",2024-03-21T04:57:04Z,0
@urangsundadiaustralia6,Mandat rakyat yg hny 58 % .. tdk smuanya,2024-03-21T04:57:02Z,0
@KarmenPwd,Mafia pupuk merajalela,2024-03-21T04:54:47Z,0
@aqillasipit4850,"Alhamdulillah setelah penantian yg panjang kabar gembira pun hadir ,tugasmu untuk Indonesia maju baru saja akan dimulai pak semoga bapak amanah dan tak lupa dg segala janji dan sumpahmu aminnn sehat trus pak dan mas Gibran 🙏🔥🔥🔥🔥",2024-03-21T04:54:13Z,0
@ApepLukmanulhakim,Menunggu makan gratisnya jwndral,2024-03-21T04:52:03Z,0
@maevadamayanti7712,"Acciik jd plecideen,,,gk sia2 nyalon berksli2,,dan kl ini jd pleciden,walopun dgn cara2 yg curang dan melanggar semua aturan,,,pleciden ya mbah",2024-03-21T04:51:33Z,0
@iwansupriatna5638,kok kliatan ga seneng gitu ya muka2nya. kenapa yg menang tdk menampakan keceriaan seperti yg seharusnya? trus kmn gibran sebagai cawapres?,2024-03-21T04:50:24Z,0
@muhammadfadil2515,Inna lillahi wa inna ilaihi roji'uun,2024-03-21T04:50:21Z,0
@putrasimbar9943,Fahri Hamzah mo ngapain disitu,2024-03-21T04:49:06Z,0
@fitrimutiara6047,Alhamdulillah..slmt pak jenderalku mas gibranku moga diberkahi dan dilindungi Allah swt dlm mengemban tgs negara ini ❤,2024-03-21T04:48:58Z,0
@yoyokkdn4163,Alhamdulillah 🤲 🤲 🇮🇩 🇮🇩 🇮🇩 😊❤❤❤❤,2024-03-21T04:47:32Z,0
@PrabuArta21-h1e,Pesan dari rakyat .supaya yg kLH jangan sampai di usung ke istana. Merdeka,2024-03-21T04:46:27Z,0
@calonimammushola1457,"akhirnya stlah 26 thn, kluarga Soeharto kembali ke istana",2024-03-21T04:45:56Z,0
@boncocell2346,alhmdulila akirnya pilihanku menang sampaikapan pun ttp prabowo,2024-03-21T04:45:24Z,0
@suanto62,Pokoknya mulai siapkan eksekusi bagi para koruptor,2024-03-21T04:42:48Z,0
@Palestine-t1p,"3x pencalonan sy selalu setia memilihmu Jenderal, kami titipkan kemajuan & kesejahteraan NKRI di tanganmu idola kami",2024-03-21T04:42:25Z,0
@ponpokobushi7389,"Harga naik bos, wakil ilegal belum resmi aja sudah begitu dampaknya.",2024-03-21T04:41:33Z,0
@amirhabibi9334,"Kalo mandat rakyat tidak untuk mensejahterakan rakyat ,bahkan menyengsarakan rakyat dengan pajak di naikkan,partalait,listrik 450w,dan gas 3kg di hilangkan,harga sembako terus meroket.maka lebih baik mundur dgn trhormat dari pada selalu membohongi dan membodohi rakyat dgn blt",2024-03-21T04:41:26Z,0
@ahmadibrahim7848,Innallilahi rajiun,2024-03-21T04:40:38Z,0
@ImanRodiman-j6v,"Alhamdulillah selamat pak prabowo dan mas gibran semoga amanah memimpin negeri ini diberi kemudahan"" oleh allah swt sehat selalu selamat berjuang ... Aamiin",2024-03-21T04:40:30Z,0
@rebekkaindrawati7091,Selamat buat Bpk Prabowo & mas Gibran.,2024-03-21T04:40:19Z,0
@AnwarAnwar-ih5wq,"Ini gara2 probo dan Projo bersatu dan yg kalah jaga kesehatan dari sakit jantung,strok,kencingmanis,paru2,terutama sakit hti yaa biarkan bapak kami memimpin negara ini dn mau tidak mau harus legowo kalau tidak mau nanti dapat penyakit diatas tersebut😂",2024-03-21T04:39:15Z,0
@SaktiahArahap-zr2jj,Siap siap makan gratis nih,2024-03-21T04:39:11Z,0
@HENNYCHRISTIANNYONG,Congratulation for Bapak Prabowo to be the winner of Indonesian General Election 2024 as the 8th Indonesian President period 2024 - 2029. Hope in    Bapak Prabowo ' s leadership Indonesia will reach improvement in many aspects for the benefit of the people of Indonesia. 👍💐🎖️🇮🇩🙏,2024-03-21T04:37:39Z,0
@Nurhamidi-pk3py,Mudah2an Cornel membawa kawan2nya tuk bangkit !..,2024-03-21T04:35:02Z,0
@raraananda2713,Selamat pak Prabowo dan mas Gibran . Semoga amanah dan Indonesia lebih maju .Aamiin,2024-03-21T04:34:40Z,0
@bingstoryinmylife,"Selamat ya pa Prabowo & mas Gibran 
Semoga bisa membawa Indonesia ke kejayaan yang hakiki , aamiin 🙏",2024-03-21T04:34:07Z,0
@Si_kancil95,alhamdulillah ya allah,2024-03-21T04:32:06Z,0
@nurhendik2945,Alhamdulillah pak Prabowo Subianto Jawa Timur selalu mendukungmu,2024-03-21T04:31:11Z,0
@Nurhamidi-pk3py,Moh Sasih masih menang !...,2024-03-21T04:30:03Z,0
@ayundacomel7102,"Bpk sy ikut terharu n ikut berbahagia,sehat2 pak presidenku pak prabowo",2024-03-21T04:29:22Z,0
@indraKurniawan-ry5bc,inalilahi,2024-03-21T04:28:08Z,0
@kupakupaTarakan,Selamat datang presidenku yg baru yg gagah tegas dan nan berani melawan hegemoni Barat dan antek2 Amerika 💪💪💪,2024-03-21T04:23:07Z,1
@ekohandiyanto6109,cakep,2024-03-21T04:22:57Z,0
@saungpelangichannel7030,"Menang niiii yeeeeeee
Soryyyyyy yeeeeeeee",2024-03-21T04:22:49Z,0
@ElinaFransiska,"paaaak , kalo ada jabatan strategis , minta tolong jangan di kasi ke pak zulhas ya pak, cari yg tepat dan lebih berkompeten , kepentingan rakyat & Negara adalah di Atas segala kepentingan.
minta tlong banget ya pak , please please please 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",2024-03-21T04:17:59Z,0
@zalfijay999,"Yang mendambakan agar pemimpin Amanah.. 
Mustahil jika hasil dari proses nya yang gagal atau rusak serta cacat konstitusi 
Melahirkn pemimpin yang amanah.. 
Sangat di sayangkan.. 

Lancar dari mna pak.. Lancar kecurangan nya iya.. 
Aman  kecurangan nya jga iya pak..",2024-03-21T04:17:54Z,0
@muhammadrois9491,"Tiga kali saya milih akhirnya menang semoga jadi pemimpin yang mementingkan rakyat nya
Amin",2024-03-21T04:17:36Z,0
@missaooo7008,"Kamarin saya golput,,TPI saya doakan semoga amanah,,",2024-03-21T04:17:25Z,0
@Wisa-z1m,Alhamdulilah buah dri kesabaran bapak selama ini ❤❤,2024-03-21T04:14:46Z,0
@shaumi,Semoga Pak Prabowo n Mas Gibran di beri kesehatan Aamiin YRA🤲🏻,2024-03-21T04:14:38Z,0
@DadangSopandi-yu4zs,Tolong pa Prabowo perhatikan rakyat miskin di pelosok negeri,2024-03-21T04:14:24Z,0
@BERKAH02_22,"Kasian Anis sama Ganjar...kalah ga terima..setres triak"" curang bikin demo"" ga jelas .bikin gaduh masyarakat....",2024-03-21T04:11:54Z,0
@empuranubaya2234,Pak Prabowo sangat terlihat tulus untuk kemajuan bangsa dan negara ❤,2024-03-21T04:11:13Z,0
@VianCie-tn3ty,Yg menang merayakan yg kalah demo terus ha ha,2024-03-21T04:10:46Z,0
@jalusyahputra4902,Bapakku yg jendral ni boss senggol dong😂😂😂,2024-03-21T04:08:58Z,0
@lasmiminah7171,orang  bingung  gak  ada  hiburan  musik   gak  hidup  sejuk,2024-03-21T04:08:34Z,0
@mahrussetyawan3906,❤❤❤❤,2024-03-21T04:08:05Z,0
@lasmiminah7171,apa  ya  yang  sejuk  bapak  prabowo  sing  sejuk  mau  bojoneh,2024-03-21T04:07:38Z,0
@steelart...7925,👍👍👍👍👍,2024-03-21T04:06:20Z,0
@iahciway8453,"Tugas kami sudah selesai jendral ,kami amanahkan negara kami di pimpin oleh njenengan

Moga bisa jadi pemimpin yg Amanah ❤❤",2024-03-21T04:05:15Z,6
@amoesfirdaoes1689,"Alhamdulillah pemilu sudah berlalu dan hasilnya sudah ada yang terpilih, selamat kepada pak Prabowo Subianto dan Mas Gibran Rakabuming Raka.. kini saatnya Indonesia bersatu tak ada lagi perbedaan 01.02 dan 03,tapi yang ada ialah PERSATUAN INDONESIA ❤❤",2024-03-21T04:05:02Z,0
@lasmiminah7171,biatin  kapok  kasih  lasmi  4 triyul  ekonomi  di  gital  hidup  komputer   lasmi  bisa  buka  harta  karun,2024-03-21T04:04:13Z,0
@joserizal5750,"Pk. Bossss Jendral, jangan kecewakan kami yang telah memilihmu. Pimpinlah NKRI ini dengan bijak dan adil.",2024-03-21T04:03:52Z,0
@lasmiminah7171,bapak  mau  guling  guling  pun  gak  bisa  yala,2024-03-21T04:03:14Z,0
@sukarnorasjad9552,Gibran mana ??,2024-03-21T04:03:10Z,0
@VianCie-tn3ty,anak Abah nangis dipojokan,2024-03-21T04:02:41Z,0
@lasmiminah7171,mik  ya  mati  prabowo  yang  bosa  lasmi  hidupkan  hiburan  juga  mik  sepeker  pemenang  pengeras  suara,2024-03-21T04:02:37Z,0
@HRLa-ub9bf,terharu sehat sehat jendral ❤,2024-03-21T04:02:28Z,0
@HoxiHoxa,Salam bapak..dari. hoxih hoxah...,2024-03-21T04:00:47Z,0
@HoxiHoxa,Selamat bpk..semoga alloh selalu menjaga bpk dan memberi kesehatan dlm lindungannya..krn tugas ke dpn bpk sangat berat termsk bangsa kita sendiri yg sdh lama carut marut nya...,2024-03-21T03:59:23Z,0
@dafaedy9360,Selamat semoga rakyat mangkin makmur.,2024-03-21T03:58:13Z,0
@SogoLKlemis,kok ga ada yg komen pemilu curang ya,2024-03-21T03:57:27Z,0
@azisabdul5863,Pidato yg terbaik amanah untuk merangkul komponen anak bangsa untuk rakyat dan negara yg maju makmur,2024-03-21T03:53:32Z,0
@kangdolly4922,"👏 3 kali pilih prabowo akhirnya menang...sosok manusia yg pantang menyerah,,luarbiasa👏🎉",2024-03-21T03:52:35Z,0
@muhammadalvian3977,"PENASARAN SMA PROGRAM KERJA OMON"" SMA ASAM SULFAT KEDEPAN UNTUK BANGSA INDONESIA INI",2024-03-21T03:52:19Z,0
@reysamosir3746,Alhamdulilah pak jendral  jadikan rakyatmu  yg kaya cinta damai dan berketuhanan. Sehar sllu pak jendra amin yrb🙏🥰 ❤❤❤,2024-03-21T03:50:06Z,0
@fenyku9217,Mantap ahkirnya 🎉🎉🎉🎉🎉🎉,2024-03-21T03:49:44Z,0
@fiandtkrisna78,"Selamat atas kemenangan pak Prabowo & Gibran
Semoga negri ini menjadi negara maju dan kaya raya adil dan makmur.",2024-03-21T03:49:39Z,1
@ahmadihsans,OKE GASS ❤❤,2024-03-21T03:49:27Z,1
@anjoy321,berkat bansos dan cawe cawe pak lurah .😂,2024-03-21T03:48:35Z,0
@MemiauKontiau550,"Dari semua orang..
 Yang senengnya bukan maen itu AHY, karena dia adalah orang yang di buang oleh Anies dan NasDem. 
Ketika dia milih untuk merapat ke Pak Prabowo di situlah pilihannya tepat..

Dan sekarang dendampun sudah terbalaskan..",2024-03-21T03:48:13Z,0
@kokolala6571,"Selamat mantan pangkostrad bapak haji prabowo...telah di tetapkan oleh kpu sebagai pemenang pilpres,,semoga di bawah kepemimpinan beliau indonesia bisa bersatu dan rakyat lebih sejahtera,tentram dan damai serta sehat selalu buat pak prabowo...👍👍👍",2024-03-21T03:48:10Z,0
@ikromsyadzali4142,Semoga indonesia baik2 saja,2024-03-21T03:45:00Z,0
@lukaslukas8518,Selamat pak Prabowo atas kemenangan Bapak,2024-03-21T03:40:05Z,0
@BiTung-ed8ks,Alhamdulillah ya Allah terimakasih Atas segala rahmatmu anugrahmu yg begitu indah saya tidak lupa bersyukur engkau telah mendengarkan segala doa rakyat indonesia untuk kemajuan negara ini melalui bapak Prabowo dan Gibran sesuai dengan harapan seluruh rakyat indonesia terimakasih ya ALLAH 😇🙏🥰❤️,2024-03-21T03:39:53Z,0
@haSa-s5f,Alhamdulillah menang 02. Semoga Jadi Pemimpin yg Bijaksana. Dan Amanah Amiin,2024-03-21T03:38:51Z,0
@Nurunji04,Saya telah turut mengantarkan Bpk Pr 0:43 abowo menjadi RI satu. Saya anggap itu sbg tugas. Skrg saya merasa terharu n contented. Saya akan terus mendoakan Bpk demi kebaikan seluruh Indonesia.,2024-03-21T03:38:00Z,0
@syaifullahsipol5527,"Tugas saya sebagai rakrat sudah selesai pak,,, sekarang tinggal tugas Bapak mengojutkannya",2024-03-21T03:37:43Z,0
@hamaya2731,👍👍👍👍👍,2024-03-21T03:37:35Z,0
@sarwoadi2317,"Usaha yg tk mngenal lelah ahirnya tercapai puncak kesuksesan, semoga sehat selalu dan amanah jendral, saya dari pendukung 03, semoga bisa di akui sebagai rakyatnya",2024-03-21T03:37:09Z,0
@alirosheno9473,"Saya sekeluarga besar di Palangkaraya, salah satu pemilih mu pak dari 96 juta 😄",2024-03-21T03:37:01Z,0
@DavidMatutina-qk6qn,✌️✌️✌️🇲🇨🇲🇨🇲🇨🇲🇨,2024-03-21T03:35:14Z,0
@ImanItam,Semoga si mbah tdk MENGECEWAKAN rakyat yg memilihnya...😁,2024-03-21T03:34:44Z,0
@Video-Harian,"Tugas kami selesai jendral,selamat atas kemenangannya,insyallah amanah ya pak❤🙏🏻",2024-03-21T03:34:39Z,0
@p123kainonanora,"SEHAT SELALUDAN PANJANG UMUR PAK PRABOWO, INSYA ALLAH AMANAH",2024-03-21T03:34:32Z,0
@yudiyudi7875,Alhamdulillah selamat ya pak.,2024-03-21T03:30:12Z,0
@hasanah1129,🫡,2024-03-21T03:30:00Z,0
@rasyiD-z6o,Alhamdulillah.akhirnya.do'aq.dikabulkan.allah.Swtpak.prabowo.Ri1🇲🇨matur.suwon.Gusti🙏🙏,2024-03-21T03:29:32Z,4
@Cah_Gunung16,Aku dan keluarga warga gunung kidul adalah salah satu 96 juta suara mu pak,2024-03-21T03:29:24Z,7
@saongcode,Selamat menikmati 🔥,2024-03-21T03:28:49Z,0
@Monyetmanusia,Jogetin aja,2024-03-21T03:28:45Z,0
@gugungondrong146,Mudahan bkn gimik tpi direliasikan,2024-03-21T03:28:09Z,0
@slametwahyudislamet7266,Mosok??,2024-03-21T03:27:26Z,0
@anisrika5231,❤❤❤slmt bertugas jendral,2024-03-21T03:26:50Z,0
@bambangfelani1505,"Dari pak prabowo kita belajar kegagalan yang lalu bukan berarti akhir dari semuanya tetapi kesuksesan yang tertunda tetap semangat berusaha dan berdoa. 
Selamat jendral semoga tetap menjadi pemimpin yang rendah hati dan jaga amanah dari rakyat Republik Indonesia.",2024-03-21T03:26:43Z,0
@sitimusangadah6586,Selamat❤❤❤,2024-03-21T03:26:26Z,0
@cerdikiawan4802,15 tahun percobaan baru berhasil,2024-03-21T03:25:45Z,0
@HendraOppo-ex2vs,"Brau perdana,,, si anak joko gak hadir, g mn k depan nys,,, 😂",2024-03-21T03:25:34Z,0
@zirlyzirly8206,"3 kali kmi memilih bapak sebagai RI  dan akhirnya bapak terpilih Alhamdulillah kmi ucapkan kepada Allah SWT dan teman teman di seluruh Indonesia yg tlh ikut memilih bapak Prabowo Subianto,,,semoga beliau amanah salam NKRI dri kami NTB ❤❤❤❤❤❤❤❤❤❤",2024-03-21T03:25:13Z,0
@Nekogaming392,alhamdulillah semoga benar2 bisa meningkatkan kinerja dan mengentaskan kemiskinan,2024-03-21T03:24:36Z,0
@JennieAskandar-ub2cv,Why is samsul the wapres Gibran RR gk terlihat di acara ini?,2024-03-21T03:24:24Z,0
@dapurnirmala1983,"Rahasia juara kelas itu selalu sarapan sebelum bersekolah.
Sehingga dia penuh energi pada tubuh dan pikirannya dan siap menerima pelajaran.

Ini adalah tips dari seorang Prof Khoirul Anwar, penemu teknologi broadband 4G .

Saya harap pemerintahan pak prabowo kedepan mau merubah kebijakan Makan Siang gratis menjadi Sarapan gratis.",2024-03-21T03:23:16Z,0
@Garuda_muda24,Indonesia butuh revolusi geis. Terlalu banyak penghianat di republik ini.,2024-03-21T03:22:30Z,0
@yaniismayani6355,Selamat atas kemenangannya...walaupun dgn tidak hormat karena pemilu yg sangat kotor ...pemilu yg cacat etik dan faktanya telah banyak melanggar hukum...,2024-03-21T03:19:17Z,0
@dewisundari6009,"Ga sia"" 2x pilpres pilih bapa....😢",2024-03-21T03:18:51Z,0
@RudiKhan-rw6ln,Ah menang pake cara segala halall jak,2024-03-21T03:17:21Z,0
@m.oeripwaffa4848,"Bismillah amanah,,, smg bpk jendral H.prabowo selalu sehat dan panjang umur dan selalu dlm lindungan Allah swt",2024-03-21T03:16:54Z,0
@dinarsyamsiar4288,"Nangis..... Oalaa... ,😢",2024-03-21T03:14:40Z,0
@EstiEsti-jm9qv,"Semoga bapak sehat terus, bsa mengangkat harga sawit jdi mahal, biar para petani sawit  hdi senang",2024-03-21T03:11:51Z,0
@achmadyani835,"Alhamdulilah Ya allah, Semoga  indonesia Menjadi Negara Yg Maju dan Sukses' Selamat Buat President Dan Wakil President Pilihan Rakyat indonesia Pak Prabowo Subianto dan Pak Gibran Raka Buming Raka❤",2024-03-21T03:11:36Z,0
@Panotasharahap,Bagaimana dengan yang golput pak 0residen. Apakah juga di hormati?,2024-03-21T03:10:42Z,0
@hugoseno6473,Gus dur pasti tersenyum............terimakash banyak pak atas kesabaran keikhlasan keberanian...saya bener bener banyak belajar dr bapak. Semangat dan sehat terus pak......titipsalam ku untuk bobby the cat,2024-03-21T03:10:01Z,4
@AnaRohana-sp4pd,alhamdulilah sy percaya p prabowo gibran bisa memimpin nkri dan amanah,2024-03-21T03:08:59Z,0
@muntamahwadidaw5281,Alhamdulilah wasyukurilah,2024-03-21T03:07:25Z,0
@muhammadsolihin1304,"Alhamdulillah Prabowo Gibran menang, smg amanah dan sehat selalu",2024-03-21T03:07:04Z,0
@menyE88,Akhirnya pilihan qu  menang...alhamdulillah,2024-03-21T03:07:02Z,0
@ramaguna9865,manyala jendralkuu,2024-03-21T03:06:31Z,0
@menyE88,Akhirnya pilihan qu  menang...alhamdulillah,2024-03-21T03:06:14Z,0
@anal7868,Selamat ya pak. Selamat mengemban tugas utk memimpin negara menuju Indonesia emas,2024-03-21T03:05:58Z,0
