author,comment,published_at,like_count
@sutrisnotrisno8572,Selamat pemenang pemilu curang,2024-03-20T21:24:41Z,1
@djaturwibawa9442,Alhamdulillah 😊,2024-03-20T21:24:32Z,0
@m.rosyidinrosyidin3912,Alhamdulillah selamat ya jendral❤,2024-03-20T21:24:05Z,0
@salfyzzyh6344,"3kali nyoblos President , 3x MENANG . 
Keren bnget gw . Huahahahahahhha


Congrats Pak Prabowo sma Mas Gibran.Ttp rendah hati dan semoga istiqomah dalam menjalankan tugas .Yang amanah y Pak, Mas..",2024-03-20T21:23:55Z,0
@WirantoAnto-l2z,"Alhamdulillah alhamdulillah❤❤❤ pemimpin baru sudah sah dan mengajak Indonesia maju , rukun, bersatu menjadikan kemakmuran yg adil... Hidup PK Prabowo❤💕semoga di berikan kesehatan kekuatan untuk menjadikan Indonesia lebih maju dan makmur",2024-03-20T21:23:40Z,10
@M28official,"Lanjutkan Indonesia Emas,, saya sadar untuk menuai keberhasilan butuh pengorbanan besar, semoga tercapai Indonesia Emas demi Anak cucu bangsa ini.. ❤❤❤",2024-03-20T21:23:29Z,0
@cakbas7068,"HAYO SIAP"" MENYUSUN KORUPTOR KEMBALI KE ORDE BARU.... HAHAHAA😂😂😂😂😂😂",2024-03-20T21:23:22Z,1
@RenaldiArjuna221-no5bp,Terharu dan bahagia campur aduk menjadi satu😭,2024-03-20T21:23:06Z,0
@RestuWijaya-zv1ow,Dengan kesabaran dan keikhlasan pak Prabowo akhir nya tercapai juga. Dan ucapan gusdur menjadi kenyataan juga beberapa kiyai sepuh prabowo akan jadi persiden terpilih di usia tua..,2024-03-20T21:22:59Z,0
@GinaWijianti,"Alhamdulillah...
Rasanya terharu banget
Selamat Pak
Selamat menjalankan Amanah
Sehat² Pak",2024-03-20T21:22:37Z,0
@arseniozavier2420,Sukses jendral.. biarkan anak abah nyiyir. 90jt lebih suara rakyat indonesia mempercayakan  mandat ini ke jendral,2024-03-20T21:22:31Z,0
@risdasoemarmo7683,"Alhamdulillah , akhirnya pak Prabowo memimpin negeri ini , bahagia banget, semoga amanah pak",2024-03-20T21:22:16Z,0
@CandrakaHiskil,Dan menghilangkan pinjol dari indonesia ya pak😅,2024-03-20T21:22:14Z,0
@paangaming7816,Mas gibran kamana ?,2024-03-20T21:22:14Z,0
@FaizulQorni,hanya prabowo yg punya jiwa kepemimpinan untuk membawa indonesia di kancah internasional,2024-03-20T21:22:04Z,0
@dedesolihin7351,Selamat pak Prabowo Subianto..✌️🇲🇨🇲🇨presiden👍👍,2024-03-20T21:22:03Z,0
@sandihermawan7764,Alhamdulillah 5 dan 11 nyungsep,2024-03-20T21:21:56Z,1
@nuriana9575,Percepatan kemakmuran 🙏🙏🙏,2024-03-20T21:21:49Z,0
@windyjatmika2511,"Selamat Prabowo Gibran,Selamat Bekerja untuk Rakyat",2024-03-20T21:21:42Z,0
@RudiAntoni-e3u,"Marilah bersama kita BANGUN INDONESIA MAJU, BERDAULAT, ADIL & MAKMUR bagi SELURUH WARGANYA",2024-03-20T21:21:39Z,0
@tinaagustina6534,"Alhamdulillah selamat p prabowo dan mas gibran semoga sehat dan panjang umur, sukses dan amanah semakin maju, makmur dan sejahtera rakyat Indonesia❤❤❤",2024-03-20T21:21:37Z,15
@yayuknusaloka7654,"Siapa sih presidennya ???
Siapa sih wakilnya ???

Ah",2024-03-20T21:21:36Z,0
@LiingKuslihin-p3o,🤝🤝🤝✌✌✌🤲🤲,2024-03-20T21:21:33Z,0
@wawanroeswandhy8504,Sehat jendral smoga ad dlm lindunganNYA...rakyat makmur hapuskan kemiskinan dibumi Indonesia tercinta ini.,2024-03-20T21:21:31Z,0
@rihanabdillah1370,Selamat pak Prabowo....sy sudah pilih dari tiga kali dan akhirnya terwujud....sy percaya kepada bapak ❤,2024-03-20T21:21:24Z,0
@RikaNatalia-l1j,Saya 3 x menilih mu pak😭😭😭 akhir yg di tggu2😭😭😉,2024-03-20T21:21:22Z,0
@baciksiardie3327,Mandat RAKYAT YANG MANA?,2024-03-20T21:21:18Z,0
@DedeItoh,Alhamdulillah ya Allah akhirnya impian rakyat terkabul ✌️🇮🇩 inilah hasil buah kesabaran mu bapa  Prabowo Subianto selamat  menuju Indonesia emas 🏆🇮🇩✌️ bismillah ❤️🇮🇩,2024-03-20T21:21:10Z,0
@rusliuci9384,Alhamdulillah,2024-03-20T21:21:06Z,0
@liliessoekarno6145,Rakyat yg mana..?!,2024-03-20T21:21:02Z,0
@akiaki335,RAKYAT BER HARAP KORUIPSI DI PER BANYAK DAN DI PER MUDAH,2024-03-20T21:20:34Z,0
@tebesuwarnasuwarna8990,Rakyat mencatat Semua apa yg telah bpk janjikan Untuk mensejahterakan rakyat Indonesia semoga tdk cuma omon-omon seperti yg sudah-sudah ya pak rakyat menanti janji bpk semoga Amanah 🙏,2024-03-20T21:20:33Z,0
@aullproduction1742,"Jawa barat mendukung mu pak....
Alhamdulillah",2024-03-20T21:19:57Z,1
@dedemikey2935,Alhamdulillah sangat layak memimpin RI 1 saat ini,2024-03-20T21:19:43Z,2
@MalalakAyuedo,Aku senang pak prabowo tpi aku gk senang lihat yg di sampingnya..,2024-03-20T21:19:38Z,0
@lilisdaningsih8089,"Alhamdulillah pd akhirnya selesai juga
Selamat pa aku titipkan nasb negara ini dipundak bp
Sehat selalu pa .....",2024-03-20T21:19:24Z,0
@Niniszy,"Alhamdulillah
Semoga bpk Prabowo dan mas Gibran senantiasa sehat dan senantiasa dlm perlindungan Allah SWT",2024-03-20T21:19:20Z,0
@yantidj5848,Cm bs ucap innalillahi wa inna ilaihi raji'un😢,2024-03-20T21:19:16Z,0
@AntonAdin-x9j,Siap jendral,2024-03-20T21:19:15Z,0
@baharuddinbaharuddin5801,Apalah jatah Hamzah masuk sanaian nggak,2024-03-20T21:19:09Z,0
@hruspandi8851,"Alhamdulillah semoga amanah selama kepimpinan pak Prabowo Subianto murah sandang, pangan, papan, dan negara aman",2024-03-20T21:19:06Z,0
@SandiSandi-d4u,Woi goblokLO BLM MENANG udah PD Lo masih  Ade MK DAN DPR WKWKWK UDAH SENENG LO TOL DIKABARIN DIKPU SOGOKAN IBLIs PENGHANCUR INDONESIA cawe cawe,2024-03-20T21:19:05Z,0
@baharuddinbaharuddin5801,Yang jelas masyarakat tunggu pajak ringan makan gratis,2024-03-20T21:18:30Z,0
@wisatapembangunan5900,Damaiĺab Indonesia,2024-03-20T21:18:18Z,0
@rusmiatilelono06,Alhamdulillah semoga amanah,2024-03-20T21:18:18Z,0
@pakmemet9123,"Selamat buat bapak Prabowo Subianto atas suara terbanyaknya di pilpres 2024 semoga mendapat restu dari para leluhur dan masyarakat, namun perlu bapak koreksi bahwa Allah itu maha mengetahui dan maha memaafkan atas apapun yg manusia perbuat asal bertaubat dan tetap hukum Allah akan menghukum yg salah dan meridhoi yg benar. Semoga bapak bisa amanah.",2024-03-20T21:17:53Z,0
@budiutamaa1411,Selamat bapak Prabowo ❤❤❤,2024-03-20T21:17:53Z,0
@SaifulSaiful-qp2hl,♥️♥️♥️♥️♥️♥️♥️🙏🙏🙏🙏🙏,2024-03-20T21:17:49Z,0
@PutraPalembang-g1i,Palembang selamat pak jendral,2024-03-20T21:17:48Z,0
@SupriadiSupriadi-m5k,Sehat slalu pk jendral.,2024-03-20T21:17:38Z,0
@愛zetsu,13:55 keren bgt pidato pak Prabowo ini!!!,2024-03-20T21:17:37Z,0
@cebongsawah7790,"Selamat Jendral, dari bpk saya belajar tidak ada perjuangan yg sia-sia jatuh bangkit lagi gagal coba lagi. Sekali lagi selamat pak semoga menjadi pemimpin yg amanah di negeri ini",2024-03-20T21:17:34Z,0
@PutraPalembang-g1i,❤❤❤,2024-03-20T21:17:04Z,0
@AgribisPutra,OKE GASS INDONESIA MAJU,2024-03-20T21:16:54Z,0
@budirachmatsyah9009,"Semoga sehat2 pak,,abis di lantik tolong itu si doyok di buang aja ke papua😅😅",2024-03-20T21:16:54Z,0
@Niniszy,"Alhamdulillah,semoga bpk Prabowo dan mas Gibran senantiasa diberikan kesehatan,kekuatan dan senantiasa dlm perlindungan Allah SWT",2024-03-20T21:16:53Z,4
@tkaan_nimah429,"Kemenangan yg sd d seting rapi oleh oligarki
Sd d duga. 
Cuekcoun  50 persen sd d bc d keluarkan sblum kpu setingan yg kren. 
Kt liat indonesia k depan.",2024-03-20T21:16:10Z,0
@dinaherawati5034,wapresnya kemana? sudah tidur ya. atau sudah pecah? sudah kagak kompakkah?,2024-03-20T21:16:10Z,0
@AsepSaputra,Pengumuman Besok antri beras..😂😂😂,2024-03-20T21:15:53Z,0
@NuringatiGea,"Dari Bogor selalu mendukung pak prabowo melalui suara, selamat dan sukses pak prabowo-Gibran, rakyat selalu mendukung untuk menuju Indonesia emas🏆.",2024-03-20T21:15:47Z,98
@pt.agustamitrasukses132,"Selamat
Semoga amanah",2024-03-20T21:15:47Z,0
@viranegari9539,Gemoy,2024-03-20T21:15:39Z,0
@abuhasan2473,Alhamdulillah... Ini udah kehendak Allah SWT semoga menjadi Pemimpin yg Amanah & Indonesia menjadi Negara Maju & Kuat,2024-03-20T21:15:34Z,0
@kidongkebagusan9140,❤❤❤❤❤,2024-03-20T21:15:27Z,0
@bambangpurboyo8313,Alhamdulillah,2024-03-20T21:15:22Z,0
@mustafaibrahim6289,blom ...menang curang ...tunggu tuntutan MK nanti..seperti apa..kalo terbukti curang kalian akan malu dan dinistakan rakyat,2024-03-20T21:15:12Z,0
@AbuHanifah-e2b,Kami dari kalbar mengucapkan selamat pak presidenku dan wakil nya mas gibran ❤❤❤👍👍👍✌✌✌,2024-03-20T21:15:10Z,0
@apangsaputro,"Selamat pak prabowo, atas terpilihnya sbg presdien",2024-03-20T21:14:49Z,1
@RohainiRoh-w1w,Selamat pb Prabowo Subianto,2024-03-20T21:14:48Z,0
@dianpermana165,Sehat selalu bapak,2024-03-20T21:14:46Z,0
@AldoAdi-xf2ru,Ada om yusril,2024-03-20T21:14:26Z,0
@sndyygunawan-xj5di,Di tunggu janji janjinya pak,2024-03-20T21:14:21Z,0
@agungjoe5751,Anis sama jengger jgn di ajak gabunh pk...mlh bikin sepet lihat nya.,2024-03-20T21:14:12Z,0
@komsaroh7543,Alhmdulillah...di putuskn juga hasil pemilu...semoga bisa lncar smpai pelntikn nnti...mohn jaga Amanh Untuk pk Prabowo dn mas Jibrsn,2024-03-20T21:14:05Z,0
@therock8384,"Pak gemoy, kok itu Fahri Hamzah di tampung lagi, bahaya itu orang, kok suda di pecat di tampung lgi ? Emang GK ada Anak Bangsa yang lain lagi selain Fahri",2024-03-20T21:14:04Z,0
@ApendiRahmat-b1f,"Itu pendampinya kiri dan kanan,ingin menjadi mentri lagi dua priode bahlil mana yg suka berkoar2😂😂",2024-03-20T21:13:43Z,0
@kidongkebagusan9140,mana pendukung 01😂😂😂,2024-03-20T21:13:37Z,1
@JeonJeonn12,"Lapor jendral, saya sebagai warga biasa telah menyelesaikan tugas saya untuk turut mengikuti pemilu 2024, menggunakan hak pilih saya, serta turut mengawal jalannya pemilu 2024 di Indonesia, dengan segala dinamikanya dan dengan segala gonjang ganjingnya secara langsung, umum, bebas, rahasia, jujur, dan adil. Laporan selesai jendral.",2024-03-20T21:13:33Z,0
@alfangibernau401,Barisan setia PRABOWO,2024-03-20T21:13:25Z,0
@rafamagri2972,Alhamdulillah akhirnya 😢😢😢😢😢😢🎉🎉🎉,2024-03-20T21:13:03Z,0
@yoyonchampunk4888,Cuma di Konoha Anak di Bawah Umur di Menangin 😂😂😂,2024-03-20T21:13:00Z,0
@alfi115,Alhamdulillah ikut senang pak semoga amanah Dan Indonesia ❤️ tambah sukses selamat pak Prabowo dan mas Gibran,2024-03-20T21:12:56Z,0
@iwanindhika7297,Selamat pak prabowo sehat selalu,2024-03-20T21:12:52Z,0
@OppoAs-lw8ku,Alham dulillah ahir nya yg kita tungu datang juga .nga sia sia 3 kali memenangkan pak bowo ✌️✌️✌️❤️,2024-03-20T21:12:48Z,0
@ObethIrama-tl2ot,Selamat buat bpk bowo subianto...smg menjadi pemimpin yg amanah buat rakyatnya...dan selalu mengedepankan kepentingan rakyat semesta...💪💪💪💪💪👍👍👌👌👌👌👌👌👏👏👏👏👏👏👏👏,2024-03-20T21:12:46Z,1
@TaufiqRohman-s4c,Mantap bapak prabowo gibran,2024-03-20T21:12:36Z,0
@abdullahmuid3701,Mas Gibran mana????????,2024-03-20T21:12:35Z,0
@abidzar527,Selamat atas terpilihnya bpk Prabowo dan mas Gibran semoga amanah.,2024-03-20T21:12:28Z,0
@MMm-wc6kn,Alhmdllh   smoga amanah,2024-03-20T21:12:25Z,0
@tukiyatinkakak3366,"ASSALAMUALAIKUM WR WB.SEMALAT BPK PRABOWO SUBIATO BPK RI 1 UNTUK INDONESIA.
SEMOGA INDONESIA MAJU TRUS DI PIMPEN BKP PRABOWO SUBIATO AND MAS GIBRAN RAKA BUMING RAKA SELAMAT BPK SRTA SMUA TIM NYA.
THANK YOU FOR INDONESIA AMIIIIIN❤❤❤❤❤❤",2024-03-20T21:12:16Z,0
@HanifAmal-o7d,Selamat paslon 02 masyarakat akan tunggu janji janji manismu,2024-03-20T21:12:14Z,0
@deddydamon4730,Mission Complete....,2024-03-20T21:12:09Z,0
@yuyunelia7641,Alhamdulillah akhir nya penantian ku Selama ini Allah kabulkan juga semoga Indonesia di tangan kemimpinan Bpk Dan wakil nya dapat membawah Indonesia menjadi Indonesia Emas Dan tetap mengemban amanah rakyat adil Dan makmur,2024-03-20T21:12:02Z,0
@balikulinerchannel,Wajah2 koruptor trpampang disekeliling prabowo...,2024-03-20T21:11:57Z,0
@erunsuratman9363,Penantian akhirnya terwujud semoga indonesia lebih baik kedepanya,2024-03-20T21:11:56Z,0
@lidyayr6787,Setiap pak jendral mencalonkan saya selalu memilih pak jendral meskipun suami saya sudah almarhum saya dan suami selalu mendukung BPK ❤,2024-03-20T21:11:56Z,0
@atsilbuldus633,Menang curang kok bangga..... azab Allah menunggumu,2024-03-20T21:11:56Z,0
@kartikalasmawati471,Gibran kemanaa,2024-03-20T21:11:53Z,0
@Sahabat_Nusantara593,🆗  gaaaaasssssss,2024-03-20T21:11:48Z,0
@tioaril7621,"Alhamdulillah pak
Dan semoga masalah pupuk bersubsidi untuk para petani segera teratasi, setelah bapak dilantik nanti.🙏",2024-03-20T21:11:42Z,0
@rahayubudipristiwati5533,"Selamat pak prabowo semoga dilancarkan selanjutnya, dan mas gibran ikut bangga mewakili anak muda semoga menjadi contoh anakku dan generasi selanjutnya semangat selalu❤🎉🎉🎉",2024-03-20T21:11:40Z,4
@zulzul6014,"Ya,menang sebelum diumumkan KPU,SDH tahu angkanya 58 persen.juga sebelum tgl 14.peb.apa an tuh.",2024-03-20T21:11:22Z,0
@nurhidayati-im2pl,"Alhamdulillah ,selamat atas kemenangan  bapak prabowo Gibran",2024-03-20T21:11:12Z,0
@nurasiyahjamil6480,Menang curang oresiden ilegal,2024-03-20T21:11:08Z,0
@faridawijaya-q6u,"mantap bekerja untuk rakyat Indonesia bukan untuk orang lain, buktikan pak sama yg suka nyinyir, hanya untuk rakyat Indonesia. ok bos...✌️✌️✌️✌️✌️✌️✌️",2024-03-20T21:11:07Z,0
@imampadilah3138,Gibrannya kemana.?,2024-03-20T21:10:55Z,0
@junatgiru3842,Alhamdulillaah selamat dan sukses selalu bpk PRAGIB smg amanah dan membawa Indonesia maju tentram dan sejahtera Aamiin,2024-03-20T21:10:48Z,2
@sulistyarinirini2043,ALLAH ijabah idola keluargaku.bapak.prabowo akhirnya memimpin negara ini.semoga dilancarkan dan selalu amanah.sehat terus menjadi pemimpin yg mementingkan rakyat nya,2024-03-20T21:10:20Z,0
@SunartiMona,10:47 10:47,2024-03-20T21:10:18Z,0
@AtuySantuy,Ada yg bangun pagi jabatanya ilang,2024-03-20T21:10:07Z,0
@hariyanto3460,Alkhamdulilah🤲🤲,2024-03-20T21:10:06Z,0
@Faresqha,Selamat pak ❤,2024-03-20T21:09:45Z,0
@yusufdwi203,Papua full prabowo,2024-03-20T21:09:34Z,0
@muhammadshaqi6342,Selamat buat PK Prabowo dan mas Gibran🎉,2024-03-20T21:09:33Z,0
@Ibisph,Selamat pak prabs❤ alhamdulilah,2024-03-20T21:09:32Z,0
@AgengSedayu-ls9uf,"Pak prabowo kami menaruh harapan besar kepadamu , jadilah pemimpin yg dicintai rakyatmu dan di tangisi setelah selesai kepemimpinan mu , amanah yg di jalankan sebaik""nya , menjadi pemimpin yg selalu ingat akan Penciptanya , kami mendukungmu dan berdoa untuk kepemimpinan mu , The Next President and The Next Level ... 🤝",2024-03-20T21:09:21Z,0
@finaelin6951,Seelamat bapk prabowo ❤❤❤,2024-03-20T21:09:08Z,0
@ahmadkholiq2850,Mantap boss kuh..lanjutkan.,2024-03-20T21:09:08Z,0
@Ibadilla6199,Yes persidenku Prabowo.✌️jember kencong jatim ✌️✌️✌️✌️,2024-03-20T21:09:01Z,0
@muhammadmumtaz6475,Sound system,2024-03-20T21:08:37Z,0
@muhammadmuchlis1372,Semoga Petrus dilegalkan lagi untuk mengurangi tindak kriminal terutama dikalangan remaja. Dan tahun depan Menag dari MU dan semoga Golkar TDK banyak yg korupsi😂😂,2024-03-20T21:08:35Z,0
@pelauttradisional8738,Anis mana..? Kok gak diundang.. 😅 apakah anis masih merasa dia masih ada peluang memang 😅 biar gak haluuu... Pulangnya biar da yg nganter ke psikiater,2024-03-20T21:08:28Z,0
@SyaifulArsenda,"Erlangga hartanto,zulkifli hasan,Fahri hamzah dll sedang membayangkan jabatan apa yang akan ianya terima . 😂😂😂😂eh aja juga AHY.",2024-03-20T21:08:05Z,0
@ilaafatchanel5945,Selamay y buat Prabowo Gibran yg mng pilpress,2024-03-20T21:07:56Z,0
@emmaulana958,Alhamdulillah selamat pak Prabowo dan pak Gibran,2024-03-20T21:07:54Z,0
@firmansyah-l6t,✌️✌️✌️,2024-03-20T21:07:47Z,0
@AlMalik-v4y,Alhamdulillah..selamat pak jenderal...dan mohon maaf buat semua kawan se indonesia.mungkin saya pribadi sering adu argumen di medsos.FB.youtub dll.mohon untuk kita saling maafkan.❤❤ indonesia..,2024-03-20T21:07:42Z,0
@kusdiyantobolen9017,"Alhamdulillah selamat pak Prabowo dan Gibran...semoga menjadikan Indonesia lebih baik, rakyatnya hidup makmur...Aamiin",2024-03-20T21:07:19Z,4
@sumartono3154,"Alhamdulillah 3x mandat&amanah rakyat di berikan ke pada jendral,laksanakan dg sebaik-baik nya jendral sy mendukungmu 3x berturut-turut,sukses selalu,jaga kesehatan mu Aamiin",2024-03-20T21:07:19Z,0
@yusufdwi203,Selamat buat bpk prabowo atas kemenangan bpk.semoga sembako bisa murah,2024-03-20T21:07:01Z,0
@Rakyat_Biassa,"Rakyat yg mana ????  Kasian...Jendral tp menang hasil curang,hilang sdh harga diri nya !! Brati ucapan bu conie benar !! Ada yg berani bantah ??",2024-03-20T21:06:54Z,0
@rozyaldric9065,Fokus ke fahri hamzah yang tidak di terima salamnya oleh prabowo,2024-03-20T21:06:43Z,0
@dinaharahap-if3ws,Latnatullah,2024-03-20T21:06:35Z,0
@SunartiMona,Alhamdulillah...ya Allah.semoga.indonesia..tentram.damai.makmur.berkesadaran.tinggi.menjujung.tinggi..etitut..sesuai.cita2bangsa.kita...yang.penuh.kesopanan.selamat.sekali.lagi.angkat.kami.rakyat.kecil.ingin...damai.sejahtera,2024-03-20T21:06:07Z,0
@AliSa-qu1nd,Alhmdullhhhh pk,2024-03-20T21:06:04Z,0
@emaslaut7272,Mantap BP hj Prabowo Subianto 🎉🎉🎉🎉🎉🎉🎉,2024-03-20T21:05:54Z,0
@Popon-tx5nr,Indon di plmpim oleh penipu,2024-03-20T21:05:33Z,0
@surinisurini860,Slmt Pk Prabowo Gibran pilihanq. Sy sll brdoa kemenangannya👍👍👍👍👍,2024-03-20T21:05:28Z,0
@agunggunawan5345,Selamat Pak. Tugas kami telah selesai. Hidup Prabowo Gibran.❤,2024-03-20T21:05:22Z,0
@rioaditama1352,Alhamdulilah... 𝙈𝙀𝙉𝙔𝘼𝙇𝘼𝘼𝘼 jendral ku 🤗🤗🤗,2024-03-20T21:05:17Z,0
@sisworo6839,saatnya beliau memimpin negeri tercinta ini.semoga beliau selalu diberi kesehatan,2024-03-20T21:05:09Z,0
@NazrilIbrahim-1206,Menang ko mukanya surem2😀😀 ya begitulah comberan ga bakal bs  membersihkan noda.,2024-03-20T21:05:05Z,0
@anyfitriyan,bapakku ma syaa allah. selamat ya pak. atas kemenangannya. moga bapak jenderal sehat selalu. dan bisa membawa negara ini menjadi indonesia emas. gak pernah ketinggalan selalu nanyain makan belum 😅😅. makasih loh pak 😅🤗,2024-03-20T21:04:52Z,0
@SyaifulArsenda,Masih ada waktu untuk perubahan.😂😂😂😮😮😮,2024-03-20T21:04:45Z,0
@AlFa-h9m,Selamat buat pak prabowo semoga mejadi persiden yang amanah ❤❤❤,2024-03-20T21:04:34Z,0
@heriantosmm775,2024 jatah nya pak Prabowo,2024-03-20T21:04:19Z,0
@borokokokborokokok1367,"Mana si wakil nya, yg kontroversi di saat pencalonan maksa meski usia nya tidak masuk syarat pencalonan😂😂",2024-03-20T21:03:58Z,0
@MarzukiJuki-dr6qi,Sabar pa prabowo ada satu langkah atau 2 Angket n lanjutan proses Mk.,2024-03-20T21:03:57Z,0
@gaharuutara8507,❤❤❤❤❤❤❤❤❤❤❤❤,2024-03-20T21:03:54Z,0
@AnakMalam-im6nr,Alhandulillah,2024-03-20T21:03:48Z,0
@iriawanalfian103,"Selamat atas kemenangan kita bersama pa wowo presidenku pilihan rakyat dan real pilihan rakyat bukan ngaku ngaku di bela rakyat

4 x sudah aku memilihmu dan Alhamdulillah sekarang pa wowo jd presidenku

Semoga amanah dan bertanggung jawab kepada negara indonesia dgn kerja nyata dan kerja ikhlas ya pa wowo",2024-03-20T21:03:42Z,0
@arika46wardani,Alhamdulillah selamat jenderal semoga Indonesia semakin maju,2024-03-20T21:03:41Z,0
@asyahedi1536,Alhamdulilah semoga amanah  pak n semoga bapa selalu di beri kesehatan dan selalu ada dalam lindungan ALLAH swt ammin ya rob. Merdeka,2024-03-20T21:03:28Z,0
@akhmadyudi1577,"2014-2024,Alhamdulillah Pa Prabowo Terus saya pilih",2024-03-20T21:03:23Z,0
@Baong_99,*Alhamdulillah...prabowo-gibran 2024-2029💙💙🙏🙏*,2024-03-20T21:03:23Z,0
@b460es1,Ayo kita KORUPSI BARENG²,2024-03-20T21:03:21Z,0
@NurholifahSepta,"Alhamdulillah y ROB...smg jdi pemimpin yg amanah pak prabowo. ALLOH psti angkat drajat bapak dr orang"" yg sllu dzolim ke bapak. Sy rakyat jember sllu dukung bapak",2024-03-20T21:02:53Z,0
@dokterangka3650,"Yang g terimah pak prabowo jadi president indonesia.
Silakan angkat kaki dari indonesia.",2024-03-20T21:02:50Z,0
@imamf4w375,"Selamat buat pak Prabowo dan mas Gibran
Smoga di berikan kekuatan,kelancaran,kesehatan memimpin Indonesia",2024-03-20T21:02:37Z,0
@OI-df1mf,CONGRATZ PAK !! SEMOGA AMANAH !!,2024-03-20T21:02:29Z,0
@Indonesiamerahputih-n4y,Selamat Buat Prabwo,2024-03-20T21:02:27Z,0
@Ihsan-b3z,"Woy curang,, mati nnti lu baru tau siksa kubur itu nyata atau curang",2024-03-20T21:02:10Z,0
@kutangaction501,Alhamdulillah,2024-03-20T21:02:04Z,0
@mashurihuri2219,"Semoga aja makan gratis terwujud buat kaum pakir miskin & anak2 yatim di indonesia,,  jgn banyak omon2 nya pak",2024-03-20T21:02:03Z,0
@rizalrizal4766,Akhirnya menang juga,2024-03-20T21:01:49Z,0
@bumurdiati207,"Saya sudah tuaseumur pak Prabowo mungkin nanti kalau negara sudah menjadi Indonesia emas saya mungkin gak mengalami tapi kenaikan dan kemakmuran akan di nikmati oleh anak cucu kita jadi nanti perjuangan pak Joko Wi. Pak Prabowo akan meninggalkan generasi2 emas yg sukses dan shaleh ,serta shalehah  dan Indonesa Makmur Aamiin",2024-03-20T21:01:44Z,0
@Ujangcirebon19,Menyala jendral,2024-03-20T21:01:32Z,0
@arisatriadi6576,Semoga gibran bisa jadi seperrti Luffy. Lawan kebobrokan pemerintah,2024-03-20T21:01:23Z,0
@drivertraveling,Penantian makan Siang gratis😅,2024-03-20T21:01:19Z,0
@baejinyoung2337,Alhamdulillah,2024-03-20T21:01:15Z,0
@AgusSetiawan-ok9bs,Mna yang bilang curang malu tu!!,2024-03-20T21:01:02Z,0
@usepgunawan4051,🎉🎉🎉❤selamat pak Prabowo,2024-03-20T21:00:47Z,4
@FahmilHakim,"Alhamdulillah,semoga bisa amanah ya pak, selamat atas kemenangannya,",2024-03-20T21:00:35Z,0
@pinggirtv3036,Selamat buat pak prabowo 🎉🎉🎉🎉,2024-03-20T21:00:28Z,0
@lukylutfi3760,Banyuwangi full 02 pak,2024-03-20T20:59:59Z,0
@DARIN-j2z,"SEHAT SELALU BAPAK PRABOWO GIBRAN 🫰🕺🕺PADAMU ,",2024-03-20T20:59:58Z,0
@marnimarni9852,Semoga sehat trus bapa perseden parbowo yg bru. Doa kmi selalu buat bapa perseden. Dri kalimtan tengah. Amin🤲🙏,2024-03-20T20:59:53Z,0
@budisarwono8155,Semoga seperti kata gusdur,2024-03-20T20:59:51Z,0
@foridn,Mana samsul sul sul sul sul ?,2024-03-20T20:59:50Z,0
@Jalung2022,Ahir nya pilihan kmi rakyat pilpres unggul. Moga kedepan ada kemajuan NKRI inl pak probowo & Gibran.,2024-03-20T20:59:45Z,0
@MelihatKepulauanRiau,Alhamdulillah.......selamat Pak Prabowo dan Gibran....semoga amanah.....siap menuju Indonesia maju 🎉,2024-03-20T20:59:40Z,0
@rizkyrizallah4494,Saya ingat orang2 yg disebutin itu pernah....,2024-03-20T20:59:31Z,0
@suevygigi8797,Selamat prabowo gibran jadi pemimpin negara ini smoga amanah dan sekalu bersama rakyat👍👍❤❤❤❤❤❤❤,2024-03-20T20:59:29Z,0
@SugengAryanto-np8wf,SELAMAT  PAKPRABOWO JD RI8 JADIKAN INDONESIA MACAN ASIA.. BUANG SAMPAH 2 NKRI PENDUKUNG 01 03 SUDAH STRESS,2024-03-20T20:59:23Z,0
@glorariajaya5427,Alhamdulillah dengan izin Alloh pak Prabowo  dan Gibran  terpilih menjadi pemimpin bangsa Indonesia ini NKRI KAMI selalu memilih dan mendukung pak Prabowo selamat dan sukses selalu.,2024-03-20T20:59:12Z,0
@RatihRatih-j8d,Alhamdulillah selamat bapak Prabowo Subianto dan paj Gibran semoga menjadi pemimpin yang amanah mencintai seluruh rakyat Indonesia dan semua niat baik bapak Prabowo dan pak Gibran untuk Indonesia di berikan kelancaran menuju Indonesia emas adil dan makmur aamiin Allahhumma aamiin ya rabbal alamin,2024-03-20T20:59:06Z,0
@dianclotax8852,Yang sekarang Presidennya pincang yaaa,2024-03-20T20:59:04Z,0
@Harejobae,"Selamat pa prabowo dan mas gibran beserta jajarannya..semoga bisa membawa negri ini menjadi sejahtera,maju,adil,dan di segani negara lain🤲🤲🤲",2024-03-20T20:58:58Z,0
@daffaherlambang7378,Banyak orang² pada tantrum hari ini wkwkw 😅😅,2024-03-20T20:58:57Z,0
@nasrulpakiah-ss2oz,"Mandat azab Allah dunia akhirat yg melakukan kezolimi kecurangan, Allahuakbar Allahuakbar Allahuakbar Qunfayakun laknatullah.",2024-03-20T20:58:44Z,0
@mamahnaomi03,Alhamdulillah semoga Indonesia semakin maju rakyatnya makmur ditangan bapak Prabowo & Gibran,2024-03-20T20:58:18Z,0
